mirna,A178_day3,A180_day7,A181_day7,A189_day14,A196_normal,A200_normal,A201_normal,A74_day3,A75_day3,A80_day7,A84_day14,A85_day14
mmu-let-7j,3.58975713322983,3.7295286378527,3.77954757301111,3.84448784634105,3.22799678030384,3.23740262627921,3.2558279219484,3.7354444257074,3.44471876857582,3.77281665886135,3.56893849582416,3.28405121055938
mmu-miR-100-3p,0.764595838179203,0.825497246904537,0.842661138424471,0.836737734295589,0.629245072724497,0.715267242461315,0.632352534966977,0.712441540826889,0.631516209148384,0.623420984713165,0.715028091721456,0.635526853457099
mmu-miR-100-5p,8.9235275921112,9.24861173179249,9.329404478919,9.64187049268553,8.90561342230618,9.22465217999913,10.2103000498935,8.97743588820844,9.23061227028584,9.43593367534949,9.51998762348552,9.59465391583848
mmu-miR-101a-3p,15.1292849369647,15.111919739413,15.1102370452855,15.0381368539029,15.5773642427127,15.622518962108,15.5234277999156,15.0502767704794,15.0644567672036,14.971716422098,15.1666468120084,15.2007245470691
mmu-miR-101a-5p,7.11638050809311,6.90415925154049,6.95618432648959,6.91049031363374,7.53113729705689,7.58436463976827,7.6595249723393,6.8503789296856,6.96770364727887,6.86311493886103,6.97897109469243,7.02437082858761
mmu-miR-101b-3p,11.0603612136152,11.2377251636076,11.1116245702636,11.1297072000555,11.4072975296681,11.4406396151847,11.3153788165134,11.029621368393,11.0448949345931,10.9603433142578,11.0788672136801,11.0635176758362
mmu-miR-101c,2.97740703181447,2.91598887530355,3.2421093009773,2.94431800411162,3.49752670308893,3.38975491142813,3.4936191897851,2.95498625985186,2.82875140538667,2.77028398070839,2.96328044905497,2.91929821911663
mmu-miR-103-2-5p,0.238040160602681,0.210046041487648,0.258833083656279,0.255308178161922,0.141515798365888,0.1352837782729,0.143941205869997,0.134724148249236,0.143289148486618,0.242162647065254,0.135236410972681,0.414906892103236
mmu-miR-103-3p,13.4663892049825,13.562570819114,13.4525595400608,13.4599995145776,13.6469586991139,13.6594907516904,13.5416904851794,13.3937756333484,13.4710662239959,13.4913475504602,13.4752492137897,13.5078990685917
mmu-miR-106a-5p,4.38959332534982,4.37042813528489,4.14772147666147,4.38439285458024,4.71328214004865,4.81126257029886,4.81009908970489,4.43658478043642,4.24708296690894,4.07545012742377,4.6465147982304,4.52824077910346
mmu-miR-106b-3p,8.39071898297597,8.26439180625948,8.45200155216458,8.30684339950946,8.00458890878552,7.95923899753252,7.81215058062374,8.32875932122959,8.32951776775504,8.23355849906729,8.04891618275996,7.93942358255257
mmu-miR-106b-5p,9.15483791632095,9.97985504150455,9.31201695699188,9.154030614294,8.80227386255367,8.80306754370765,8.9385372355766,9.2695058273531,9.11220735037933,9.3350747852194,8.95382513144432,8.94150776732905
